RK,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YEAR
19,New Jersey Nets,82,19830,41.1,87.9,0.468,1.7,5.4,0.308,39.5,82.5,0.479,23.5,30.4,0.773,15.7,30.8,46.5,21.2,10.1,6.6,17.7,23.1,107.4,1991
20,Phoenix Suns,82,19730,41.7,90.3,0.462,2.2,7,0.312,39.5,83.3,0.474,20.5,27,0.76,14.4,27.7,42.1,23.7,8.2,5.6,15.4,24.8,106.1,1991
21,Miami Heat,82,19780,40.8,85.2,0.478,2.1,6.3,0.337,38.6,79,0.489,24.4,31.8,0.767,14.4,28.9,43.3,24.5,10.4,6.1,17.9,24,108.1,1991
22,Charlotte Hornets,82,19805,42.5,86.1,0.493,2,6.2,0.316,40.5,79.9,0.507,23.5,30.4,0.772,14.3,31.3,45.7,26.7,8.4,6,17.5,22.9,110.4,1991
23,Atlanta Hawks,82,19755,44,88.9,0.494,2.7,7.7,0.349,41.3,81.3,0.508,19.6,25.5,0.767,13.3,30.8,44.1,28.6,8.5,4.4,15.9,25.1,110.1,1991
24,Orlando Magic,82,19780,42.1,88.2,0.478,2.7,8.2,0.331,39.4,80,0.493,22.9,29.9,0.767,13.4,30.5,43.8,25.8,8.6,8,14.8,24.2,109.9,1991
25,Indiana Pacers,82,19805,43.6,89,0.49,2.3,7.4,0.305,41.4,81.6,0.507,22.6,30.4,0.743,14.7,28.2,42.9,25.2,8.9,4.3,15.4,24.8,112.1,1991
26,Golden State Warriors,82,19805,41.5,86,0.482,2.6,8,0.322,38.9,77.9,0.499,24.8,32.7,0.758,15.1,29,44.1,25.3,8.5,5.1,17.9,25.8,110.3,1991
27,Denver Nuggets,82,19730,43.6,85.2,0.512,2.1,5.4,0.386,41.5,79.8,0.52,25.4,32.8,0.775,13.3,32.8,46.1,26.7,8.1,5.6,16.3,19.7,114.7,1991
1,Detroit Pistons,82,19780,41.8,92.4,0.453,2.8,8.3,0.338,39,84.1,0.464,18.8,24.7,0.762,14.8,29.9,44.6,25.1,8.5,4.9,14.8,25.4,105.3,1992
2,New York Knicks,82,19855,40.1,87.5,0.458,2.3,7.9,0.295,37.8,79.6,0.474,21.7,28.2,0.767,13.2,29.1,42.3,23.1,8.7,5.1,16.2,23.4,104.2,1992
3,Chicago Bulls,82,19830,41.1,89.4,0.46,2.8,8.4,0.332,38.3,80.9,0.473,19.6,25.4,0.768,13.9,27.8,41.7,23.6,8.1,4.5,16.5,23.1,104.5,1992
4,San Antonio Spurs,82,19780,40.5,89.5,0.452,3.1,8.8,0.347,37.4,80.7,0.464,20,26,0.77,13.9,29.8,43.7,23.7,9.5,5.8,15.8,22.8,104.1,1992
5,Los Angeles Lakers,82,19830,44.6,92.9,0.48,2.3,7.8,0.292,42.3,85.1,0.498,17.4,22.8,0.762,16.2,31.2,47.4,28.4,7.8,5.1,16.4,24,108.9,1992
6,Los Angeles Clippers,82,19830,40.3,87.7,0.459,2.8,8.1,0.346,37.5,79.6,0.47,21.4,28.2,0.759,14.4,30.7,45.1,22.4,8.8,5.4,17.5,23.5,104.7,1992
7,Utah Jazz,82,19880,41.6,90.8,0.459,3,8.8,0.337,38.7,82,0.472,19.4,26,0.747,14.5,28.5,43,24.3,8.2,5.8,15.2,24.8,105.6,1992
8,Boston Celtics,82,19780,42.1,92.4,0.456,2.5,8.3,0.308,39.5,84.1,0.47,20.3,26.4,0.768,14.9,29.6,44.5,24.4,8.6,5.2,14.1,20.7,107,1992
9,Philadelphia 76ers,82,19755,44.7,92.6,0.483,2.4,8,0.307,42.3,84.6,0.499,17.8,23,0.776,15.2,30.7,45.8,28.9,8.9,5.9,15.3,22.9,109.7,1992
10,Cleveland Cavaliers,82,19805,44.6,94.9,0.47,2.5,7.4,0.332,42.1,87.5,0.482,16.5,21.5,0.769,15.8,30.3,46.1,27.5,8.3,5.3,14.7,23.9,108.2,1992
11,Houston Rockets,82,19880,43,92.9,0.463,2.5,7.3,0.341,40.6,85.6,0.474,19.4,25.2,0.77,15.6,30.5,46.2,27,9.4,4.9,14.9,21.2,108,1992
12,Portland Trail Blazers,82,19880,39.6,87.2,0.454,3,9.8,0.303,36.7,77.4,0.474,21.9,28.9,0.759,13.4,28.5,41.9,24.2,8.4,5.3,16.7,23.9,104.2,1992
13,Seattle SuperSonics,82,19855,41.4,87,0.475,2.6,7.9,0.337,38.7,79.1,0.489,23.4,31.2,0.751,14.2,28.2,42.5,23.2,8.8,6.1,16.7,23.4,108.8,1992
14,Dallas Mavericks,82,19755,42.6,90.7,0.47,2.4,7.7,0.306,40.3,83,0.485,23.5,30.5,0.77,14.9,33.9,48.7,24.9,9.3,5.9,13.6,22.3,111.1,1992
15,Phoenix Suns,82,19805,41.8,91.2,0.459,2.2,7.1,0.307,39.6,84.1,0.471,20.4,26.9,0.756,14.9,28.6,43.5,23.3,8,6,15.3,23.6,106.2,1992
16,Milwaukee Bucks,82,19880,43.5,87.4,0.498,2.8,7.6,0.367,40.7,79.7,0.511,20.7,27.7,0.746,14.8,29.3,44.1,26.8,9.2,6,17.9,22.5,110.6,1992
17,Washington Bullets,82,19855,42.5,88.8,0.478,2.6,7.4,0.353,39.8,81.3,0.49,20.9,27.7,0.753,14.8,32.6,47.4,23.5,8.8,5.6,16.4,20.9,108.4,1992
18,New Jersey Nets,82,19780,42.4,88.9,0.477,2,6.3,0.317,40.4,82.6,0.489,22,28.7,0.766,15,29.2,44.2,22.2,10,6,16.6,21.3,108.7,1992
19,Minnesota Timberwolves,82,19805,44,90.7,0.485,2.2,6.2,0.354,41.8,84.6,0.495,22.2,29.8,0.744,16.7,32.3,49,26.6,8.4,7.3,15.5,21.4,112.4,1992
20,Denver Nuggets,82,19780,41.2,85.8,0.48,2.3,6.5,0.35,38.9,79.2,0.491,23.9,30.9,0.773,13.7,31.1,44.8,22.3,9.6,7.3,17.2,22,108.6,1992
21,Atlanta Hawks,82,19905,43.4,90.5,0.48,3.1,9,0.343,40.3,81.5,0.495,18.9,24.7,0.766,14.3,31.4,45.7,26.7,8.8,4.8,15.4,21.3,108.9,1992
22,Orlando Magic,82,19705,42.6,87.5,0.486,2.7,7.6,0.353,39.9,80,0.499,22.7,30.3,0.751,13.8,30.4,44.1,26,9.8,6.6,15.8,23.5,110.5,1992
23,Miami Heat,82,19830,43.7,88.7,0.493,2.6,7.5,0.347,41.1,81.2,0.507,20.9,27.8,0.752,14.1,29.9,44,25.7,9.1,5.5,16.3,24.4,110.9,1992
24,Indiana Pacers,82,19955,41.6,88.8,0.468,2.6,7.8,0.338,39,81.1,0.481,24,31.9,0.752,15.1,28.2,43.3,26.3,9.9,4.7,15.1,24.1,109.9,1992
25,Sacramento Kings,82,19830,43.2,90.2,0.479,2.5,7.5,0.331,40.7,82.7,0.493,21,27.9,0.752,15.9,32.1,48,25.9,9.9,6.4,16.5,22.1,109.9,1992
26,Charlotte Hornets,82,19805,44.3,89.3,0.496,2.4,7.5,0.324,41.9,81.8,0.512,19.8,26.7,0.741,14.9,30.8,45.7,28.2,7.4,6.2,16.6,20.9,110.9,1992
27,Golden State Warriors,82,19880,42.2,87.6,0.482,3,9.1,0.331,39.2,78.6,0.499,22.5,29.9,0.75,15.5,28.4,43.9,24.8,9.3,5.1,17.7,23.6,109.9,1992
1,New York Knicks,82,19930,36,84.4,0.426,2.9,9.6,0.305,33,74.8,0.442,24.8,32.9,0.755,13.1,29.6,42.8,21.1,8.4,4.9,17.3,25.6,99.7,1993
2,Chicago Bulls,82,19830,41.1,86.7,0.474,3.2,9,0.361,37.8,77.7,0.487,20.7,26.6,0.779,13.6,29.6,43.2,25.1,7.8,4.7,18,22.7,106.1,1993
3,Houston Rockets,82,19780,41.8,91.6,0.457,3.1,9.4,0.332,38.7,82.2,0.471,18.4,24.1,0.763,15,29.5,44.5,25.3,9.2,4.2,15.8,23,105.2,1993
4,Cleveland Cavaliers,82,19830,43,92.3,0.466,2.9,8.9,0.329,40.1,83.4,0.481,17,22.2,0.766,14.2,30.4,44.6,26.9,7.8,4.7,15.4,23.3,106,1993
5,Seattle SuperSonics,82,19780,39.7,84.7,0.469,3.4,10.2,0.337,36.3,74.5,0.487,22.1,29,0.759,13.6,28.1,41.6,23.2,8.3,5.1,19.2,23.4,104.9,1993
6,New Jersey Nets,82,19780,40.8,87.8,0.465,2.5,7.8,0.325,38.3,79.9,0.479,21,28.4,0.741,13.9,29.6,43.6,22.6,9.9,5.3,16.5,23.8,105.2,1993
7,Detroit Pistons,82,19780,43.2,89.9,0.481,3.4,10,0.339,39.8,79.9,0.499,19,25.9,0.736,14.3,31.8,46.1,26.6,8.1,4.7,15.9,23.5,108.9,1993
8,Boston Celtics,82,19780,41.3,89.2,0.463,2.8,8.3,0.332,38.6,80.9,0.476,22.4,29,0.771,14,30.4,44.4,25.2,8.1,4.9,15.1,21.4,107.8,1993
9,San Antonio Spurs,82,19855,41.7,90.9,0.458,3.4,9.5,0.361,38.3,81.5,0.47,20.1,26,0.772,13.7,30.3,44,24.1,8.3,4.7,14.3,25.3,106.8,1993
10,Utah Jazz,82,19755,41,87.7,0.467,3.4,10.5,0.325,37.6,77.2,0.487,21.9,29.5,0.744,14.1,29.1,43.2,24.3,8.2,5.9,16.2,24.8,107.4,1993
11,Orlando Magic,82,19880,41.5,91,0.456,3.1,9.5,0.329,38.4,81.5,0.471,21.1,28.9,0.729,14.6,28.5,43.1,26.2,9,5,14,24.8,107.1,1993
12,Miami Heat,82,20005,41,86.1,0.476,3.4,9.9,0.339,37.6,76.2,0.494,23.6,30.6,0.77,13.1,30.7,43.8,24.9,8.3,5.4,16.5,26,108.9,1993
13,Portland Trail Blazers,82,19905,40.6,86.7,0.468,3.4,9.9,0.342,37.2,76.8,0.485,20.6,27.1,0.76,12.4,30.8,43.2,25.1,7.9,5.5,17.1,25.4,105.2,1993
14,Los Angeles Lakers,82,19830,43.3,89.6,0.483,3.1,9.1,0.337,40.2,80.4,0.5,19.2,25.8,0.746,14.6,30.3,44.9,26.8,8.6,4.8,16.8,23.6,108.9,1993
15,Minnesota Timberwolves,82,19855,42.8,87.8,0.488,2.7,7.4,0.36,40.1,80.3,0.5,23.6,31.1,0.758,14.5,30,44.5,27.6,9.5,6.4,15.9,24.1,111.8,1993
16,Indiana Pacers,82,19755,41.3,88,0.469,2.7,8.9,0.306,38.6,79.1,0.487,24.8,33.4,0.743,15.1,29.7,44.7,25.2,8.8,4.9,14.9,25.1,110.1,1993
17,Milwaukee Bucks,82,19730,41.8,86.6,0.483,3.4,9.9,0.344,38.4,76.7,0.501,23.1,30.8,0.748,16.1,30.4,46.4,26.4,9.8,5.8,18.7,22.9,110.1,1993
18,Phoenix Suns,82,19730,42.7,89.1,0.479,3,9.1,0.333,39.6,79.9,0.496,18.3,25.3,0.723,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7,1993
19,Los Angeles Clippers,82,19805,40.5,86.2,0.47,3.4,9.7,0.348,37.1,76.6,0.485,22.7,29.8,0.763,14.4,29.8,44.2,24.1,9.4,5.5,17.7,21.7,107.1,1993
20,Denver Nuggets,82,19830,40.3,87.5,0.461,2.7,7.8,0.343,37.6,79.6,0.472,23,30.5,0.754,14.1,30.4,44.4,22.9,9.1,6.1,16.3,24,106.3,1993
21,Atlanta Hawks,82,19830,43.5,87.7,0.496,3.5,10.3,0.337,40,77.4,0.517,19.7,25.9,0.758,13.4,29.9,43.3,27.2,9.1,4.5,16.9,23.3,110.2,1993
22,Washington Bullets,82,19805,44.1,89.5,0.493,3,8.8,0.336,41.2,80.7,0.51,19.6,26.1,0.749,14.1,31.7,45.8,25.6,8.9,5.3,15.9,22.6,110.8,1993
23,Philadelphia 76ers,82,19930,44.8,92.3,0.486,3.4,9.6,0.358,41.4,82.7,0.5,17.3,23,0.755,15.4,32.2,47.6,29.4,9.6,6,15.8,21.9,110.4,1993
24,Charlotte Hornets,82,19755,44.1,93.3,0.472,2.8,9.1,0.311,41.2,84.2,0.49,18.8,25.2,0.744,16.4,29.1,45.5,27.6,7.3,5.3,15.1,23.3,109.7,1993
25,Golden State Warriors,82,19905,42,87.2,0.482,3.3,9.6,0.343,38.8,77.6,0.5,22.8,30.2,0.755,14.2,28.4,42.6,25.4,10,5.5,16.4,24.1,110.2,1993
26,Sacramento Kings,82,19780,41.2,84.6,0.487,2.6,8.2,0.313,38.6,76.4,0.506,24.7,32.6,0.758,13.7,30.8,44.5,25,9.2,6.6,17.6,24.2,109.6,1993
27,Dallas Mavericks,82,19730,41.6,82.9,0.501,2.9,8,0.358,38.7,74.9,0.517,28.7,37.5,0.766,13,33.5,46.5,25,9.8,6.4,15.6,22.7,114.7,1993
1,New York Knicks,82,19755,36.4,84.4,0.431,3.3,10.8,0.307,33.1,73.6,0.45,22,30.6,0.719,13.3,29.4,42.7,21.9,8.9,4.4,18.6,24.8,98.2,1994
2,San Antonio Spurs,82,19780,41.3,92.6,0.446,3.9,11.7,0.333,37.4,80.9,0.462,18.2,25.2,0.719,14.7,29,43.7,23.8,8.5,4.7,13.7,24.1,104.6,1994
3,Chicago Bulls,82,19780,40,86.4,0.463,3.3,10.3,0.323,36.7,76.1,0.482,19.4,26.2,0.74,13,29.6,42.6,24.3,9.6,4.9,17.6,22.8,102.7,1994
4,Atlanta Hawks,82,19755,40.8,89.6,0.455,3.5,11.2,0.315,37.2,78.4,0.475,16.6,22.3,0.742,14.9,30.4,45.3,24.5,8.3,4.4,18.9,22.2,101.7,1994
5,Houston Rockets,82,19780,40.3,91.6,0.44,3.3,10.7,0.306,37,80.8,0.458,17.6,23.9,0.736,14.5,31.1,45.6,24.3,9.8,4,15.6,22.3,101.4,1994
6,Seattle SuperSonics,82,19730,37.4,82.6,0.453,4.2,12.1,0.345,33.3,70.5,0.472,22.5,30.4,0.741,13.9,28,41.9,23.1,8.8,5.4,21.3,24.1,101.5,1994
7,Cleveland Cavaliers,82,19855,41.3,88.9,0.464,3.4,9.6,0.354,37.9,79.3,0.478,19.1,25.9,0.735,14,30.8,44.8,26.5,8.3,6.1,17.1,23.7,105.1,1994
8,Indiana Pacers,82,19755,38.8,86.1,0.45,3.6,10.6,0.335,35.2,75.5,0.466,23,31.5,0.73,14.7,28,42.8,24.8,10.8,5.1,17.5,25.9,104.2,1994
9,Utah Jazz,82,19830,38.6,86.3,0.448,3.8,12.6,0.299,34.9,73.7,0.473,23,31.8,0.725,14.3,30.2,44.5,23.5,7.7,6,17.1,25,104.1,1994
10,Denver Nuggets,82,19755,38.7,88.4,0.438,2.6,9.1,0.29,36.1,79.4,0.455,22.3,29.7,0.75,14.1,29.5,43.6,22,9.2,6.3,15.7,24.7,102.3,1994
11,Miami Heat,82,19805,39.2,85.8,0.457,3.8,11.5,0.331,35.4,74.3,0.477,24.4,32.6,0.748,13.9,29.3,43.2,23.5,8.9,5.7,17,25.1,106.7,1994
12,New Jersey Nets,82,19830,41.4,90.3,0.458,3,9.4,0.318,38.4,80.9,0.475,19.2,25.8,0.743,14.5,32,46.5,24.3,9.1,7.4,15.8,24.1,104.9,1994
13,Orlando Magic,82,19730,41.7,91.1,0.458,3.8,10.8,0.349,37.9,80.2,0.473,19.5,26.2,0.745,15.3,29.5,44.8,26.9,9.7,5.6,15.7,23.6,106.7,1994
14,Phoenix Suns,82,19705,42.5,89.8,0.474,3.6,10.9,0.328,39,79,0.494,18.1,25.2,0.72,13.7,28.3,42,27.1,9.4,5.5,15.8,23.5,106.8,1994
15,Milwaukee Bucks,82,19705,42,85.4,0.491,3.7,10.2,0.362,38.3,75.2,0.509,21.7,29.4,0.737,14,32.2,46.2,27,9.9,5.4,18.3,22.9,109.3,1994
16,Minnesota Timberwolves,82,19730,41.7,88.3,0.472,2.9,9.5,0.308,38.8,78.8,0.492,22.9,31.5,0.727,14.2,29.5,43.7,27.1,10.6,7.1,15,23.8,109.2,1994
17,Dallas Mavericks,82,19730,41.4,83.8,0.494,3.2,8.9,0.362,38.1,74.9,0.509,23.7,32.2,0.737,14.2,32.2,46.4,25.4,10.1,6.5,18.4,21.2,109.6,1994
18,Portland Trail Blazers,82,19755,40.7,86.8,0.469,3.6,10.2,0.357,37.1,76.6,0.484,20.4,27.2,0.75,12.5,30.5,43,25.7,8,4.8,17.1,23.9,105.5,1994
19,Los Angeles Lakers,82,19755,42.5,89.2,0.476,2.9,9.2,0.315,39.6,80,0.495,21.4,29.9,0.717,16.3,32.2,48.6,27.5,8.5,5.4,17.1,21.1,109.3,1994
20,Detroit Pistons,82,19730,42,88.8,0.473,3.5,10.5,0.334,38.5,78.3,0.492,23.3,31.7,0.736,15.4,33.5,48.8,27.1,9.3,4.8,15.1,20.7,110.9,1994
21,Boston Celtics,82,19905,42.3,88.7,0.477,2.9,8.4,0.347,39.4,80.3,0.491,21.1,28,0.754,14.3,31.6,45.9,26.3,8.7,5.2,16.1,21.9,108.7,1994
22,Philadelphia 76ers,82,19805,45,92.9,0.484,3.3,10.1,0.331,41.6,82.9,0.502,16.4,22.1,0.744,15.2,33,48.2,29.9,10.2,4.9,15.1,21.9,109.7,1994
23,Golden State Warriors,82,19780,42,89.8,0.468,3.7,10.6,0.351,38.2,79.1,0.483,18.9,25.8,0.731,16.2,29.5,45.7,26.7,10.3,5,17.5,22.9,106.5,1994
24,Charlotte Hornets,82,19830,43,91.3,0.471,3.9,11.4,0.346,39,80,0.488,18.7,25.3,0.74,15.1,30.6,45.7,26.3,7.8,5.3,15.6,21.9,108.6,1994
25,Sacramento Kings,82,19755,41.9,87.4,0.479,3.5,9.6,0.359,38.4,77.8,0.494,22,30.5,0.722,14.8,32.1,46.9,25.6,9.3,6.2,16.7,23.6,109.2,1994
26,Washington Bullets,82,19705,45.3,89.2,0.508,3.2,9.2,0.349,42.1,80.1,0.526,18.3,25.4,0.723,14.2,30,44.2,26.8,10.4,6,16.4,23.2,112.2,1994
27,Los Angeles Clippers,82,19780,42.8,90.4,0.473,3.8,10.7,0.349,39,79.7,0.49,19.3,26.9,0.717,16.4,31.3,47.7,27,10.9,5.8,16.6,21.8,108.6,1994
1,Cleveland Cavaliers,82,19930,39.8,86.4,0.461,5.6,15.7,0.357,34.2,70.6,0.484,19.4,25.6,0.757,12.1,31.9,44,25.7,7.9,6.1,17.2,25.1,104.6,1995
2,New York Knicks,82,19780,37.3,85.3,0.437,5.3,15.5,0.341,32,69.8,0.458,24,32.6,0.736,13.6,30.8,44.4,21.1,8.5,4.3,16.8,25.4,103.8,1995
3,Atlanta Hawks,82,19855,40.4,87.3,0.463,5.7,16.3,0.347,34.7,70.9,0.489,18.8,25.8,0.726,14.1,32.2,46.3,23.3,8.2,4.3,18.3,24.4,105.2,1995
4,Indiana Pacers,82,19780,39.4,86.4,0.456,6.4,17.6,0.364,33,68.8,0.479,20.4,28.2,0.726,14.1,29.1,43.2,24.3,9.3,5.6,18.5,27.7,105.6,1995
5,Chicago Bulls,82,19830,38.4,84.2,0.457,5.3,15.1,0.349,33.2,69,0.48,22.1,30,0.738,14,29.6,43.7,22.5,9,4.9,19.5,24.9,104.3,1995
6,Charlotte Hornets,82,19805,41,90.5,0.454,5.7,17.1,0.333,35.3,73.3,0.482,18.3,24.7,0.74,14.6,31.4,46.1,25.2,7.1,4.9,16.2,24.7,106.1,1995
7,Utah Jazz,82,19780,37.3,82.3,0.453,7.2,18.7,0.382,30.1,63.5,0.474,24,32.4,0.741,12,27.8,39.8,22.4,8.5,5.6,17.7,26.9,105.7,1995
8,Sacramento Kings,82,19855,38.8,85.7,0.453,4.9,16.2,0.304,33.9,69.5,0.487,24,32.4,0.741,15,29.7,44.7,23.8,9.9,6.7,17.6,26.6,106.5,1995
9,Portland Trail Blazers,82,19705,38.3,83.9,0.456,5.7,15.4,0.372,32.6,68.5,0.476,23.3,30.9,0.754,11.5,29.8,41.3,23.2,8.3,5.3,16.9,25.2,105.7,1995
10,Philadelphia 76ers,82,19805,41.3,88.7,0.465,6.2,17.1,0.363,35.1,71.6,0.49,20.9,27.4,0.763,15.2,30.8,46.1,26.5,9.5,5.6,17.3,24.8,109.7,1995
11,Denver Nuggets,82,19980,40.1,87.9,0.456,5.5,15.9,0.347,34.6,72.1,0.479,22.6,30.2,0.75,13.4,29,42.4,23.4,8.4,6,15.3,25.7,108.2,1995
12,San Antonio Spurs,82,19855,40.5,89.1,0.454,5.4,16,0.341,35,73.1,0.479,19.1,26.7,0.714,13,29.4,42.4,24,8.1,5.2,15.1,26.4,105.4,1995
13,New Jersey Nets,82,19880,41.6,90.3,0.461,5.8,15.4,0.374,35.9,74.9,0.479,19.6,27.1,0.721,13.8,31.9,45.7,23.9,9.6,5.8,14.4,25,108.6,1995
14,Houston Rockets,82,19730,41.4,91.2,0.453,6.5,17.4,0.376,34.8,73.8,0.472,18.2,24.2,0.751,15.1,30.8,45.9,25.1,9.6,4.7,16.5,23,107.4,1995
15,Seattle SuperSonics,82,19830,38.1,84.1,0.453,6.6,19.2,0.343,31.5,64.9,0.486,23.4,31.9,0.735,13.5,28,41.5,23.4,8.3,6.2,18.8,25.7,106.3,1995
16,Miami Heat,82,19805,40.3,85.6,0.471,6.7,18.5,0.361,33.7,67.2,0.501,22.6,30.5,0.74,13.5,30.7,44.2,24.3,8.6,5,17.4,24.7,109.9,1995
17,Minnesota Timberwolves,82,19780,41,86.4,0.474,6.2,16.5,0.377,34.8,69.9,0.498,24.2,33.1,0.731,15.5,30.6,46.1,27.5,9.3,6.8,17.6,26.3,112.4,1995
18,Milwaukee Bucks,82,19855,42.4,85.9,0.493,6.4,16.2,0.395,35.9,69.7,0.516,19.8,27.1,0.729,13.2,30.5,43.7,27.4,10,5.3,17.7,25.7,110.9,1995
19,Orlando Magic,82,19930,41,89.8,0.457,5.9,15.7,0.378,35.1,74.1,0.474,19.8,26.7,0.741,14.4,28.2,42.6,25.1,8.9,4.6,15.6,24.7,107.8,1995
20,Boston Celtics,82,19805,42.6,87.9,0.484,4.8,13.5,0.358,37.7,74.4,0.507,20.6,28.7,0.72,13.7,30.1,43.8,25.8,8.4,5.9,15.9,24.8,110.6,1995
21,Los Angeles Lakers,82,19905,41.8,89.3,0.468,5.8,16.4,0.352,36,72.9,0.494,20,28.3,0.708,16.3,31.3,47.6,27.9,8.2,6.2,17.6,22.9,109.4,1995
22,Detroit Pistons,82,19730,40.7,85.6,0.476,5.8,16.1,0.363,34.9,69.5,0.502,25.6,35.5,0.722,15,31.7,46.7,26.3,9,5.7,16.8,22.8,112.9,1995
23,Los Angeles Clippers,82,19880,41.1,82.8,0.496,5,13.4,0.37,36.1,69.4,0.52,24,32,0.75,13.9,32.5,46.3,24.5,8.9,5.9,19.3,24.4,111.1,1995
24,Dallas Mavericks,82,19930,43.3,88.8,0.488,5.5,15,0.366,37.8,73.8,0.513,18.5,25.2,0.734,13.4,30.3,43.6,25.3,9.2,6.4,15.9,24.5,110.6,1995
25,Washington Bullets,82,19855,41.5,86.6,0.48,5.6,14.6,0.383,35.9,71.9,0.499,22.7,29.6,0.765,14.2,32.2,46.4,25.1,9,5.7,17.4,22.7,111.3,1995
26,Phoenix Suns,82,19830,41.9,87.8,0.477,6.6,19.5,0.34,35.3,68.4,0.516,20.1,27,0.744,13.1,30.7,43.8,27.1,8.3,4.9,16.2,25.6,110.4,1995
27,Golden State Warriors,82,19905,43.4,89.1,0.488,6.1,17,0.355,37.4,72,0.519,19.3,26.8,0.72,14.7,31.1,45.8,28.9,10.7,5.1,16.3,26.3,112.2,1995
1,Cleveland Cavaliers,82,19830,39.3,85.1,0.462,7.5,19.4,0.388,31.8,65.6,0.484,20.6,27.1,0.759,12.8,31.9,44.7,26.7,7.4,4.9,18.8,24.5,106.7,1996
2,Detroit Pistons,82,19830,39,88,0.443,7,19,0.366,32,68.9,0.465,20.1,28.1,0.715,13.3,31.3,44.6,23.9,7.7,5.3,15.9,26,105.1,1996
3,Chicago Bulls,82,19730,38.5,85.8,0.448,5.8,16.7,0.35,32.6,69.2,0.472,19,26.5,0.717,13.1,28.5,41.6,21.3,7.9,4.2,18.8,24.8,101.8,1996
4,New York Knicks,82,19830,38,86.1,0.442,5.9,17.4,0.337,32.1,68.6,0.468,21.6,29.1,0.74,13.2,32.3,45.5,22.2,8.7,3.7,17.2,23.4,103.5,1996
5,Miami Heat,82,19780,36.4,83.9,0.434,5.9,16.5,0.361,30.5,67.5,0.452,25,33.3,0.752,13.1,30.8,43.9,21.9,8.8,5.4,17.2,27,103.8,1996
6,Utah Jazz,82,19780,37,83.3,0.445,7.4,19.3,0.385,29.6,64,0.463,24.5,32.7,0.751,12.6,29,41.6,22.1,7.9,5.5,17.3,26.7,106.1,1996
7,Indiana Pacers,82,19755,38.6,85.6,0.452,6.7,18.6,0.36,31.9,67,0.477,23.2,31.3,0.74,13.7,27.9,41.6,23.5,9,5.7,17.1,27.8,107.2,1996
8,Seattle SuperSonics,82,19880,37,84.3,0.438,6.9,19.7,0.348,30.1,64.6,0.466,21.3,29.7,0.716,13.8,29,42.8,22.8,9.8,5,19.5,25.9,102.1,1996
9,Portland Trail Blazers,82,19905,38.4,86.9,0.442,6.1,17.6,0.348,32.3,69.3,0.466,20.5,27.7,0.74,12.1,30.2,42.3,23.7,9.2,5.3,15.5,26,103.5,1996
10,Atlanta Hawks,82,19730,41.3,87.1,0.474,6.5,18,0.36,34.8,69.1,0.504,18.9,25.3,0.746,14.3,31.1,45.4,25,7.9,4.6,19.1,24.5,108,1996
11,San Antonio Spurs,82,19780,39.2,89.2,0.439,5.7,17.4,0.33,33.5,71.9,0.466,19.3,26.4,0.73,14.4,32.1,46.6,24,7.9,5.6,16.3,25.6,103.5,1996
12,New Jersey Nets,82,19905,39.9,87.9,0.454,7.2,18.8,0.384,32.7,69.1,0.473,19.6,26.4,0.74,13.6,31.2,44.9,24.9,8.8,6.8,16.8,25.5,106.5,1996
13,Los Angeles Lakers,82,19680,41.2,89.8,0.458,5.8,15.9,0.367,35.3,74,0.478,18.4,25,0.738,15.1,30.6,45.7,26.5,7.8,6.4,17.6,23.8,106.6,1996
14,Orlando Magic,82,19855,40.3,88.7,0.454,6.5,17.9,0.366,33.8,70.8,0.477,19.7,26.8,0.736,14.3,31.1,45.5,24.6,8.5,4.3,16.3,24.1,106.9,1996
15,Vancouver Grizzlies,82,19880,40.9,86,0.475,6.1,16.3,0.374,34.8,69.8,0.498,20.7,28.2,0.733,14.6,33.8,48.4,26.4,9.3,6.3,18.9,23.7,108.5,1996
16,Denver Nuggets,82,19830,40.6,88.5,0.459,5.9,16.2,0.367,34.6,72.3,0.479,21,27.6,0.76,12.3,31.3,43.6,24.6,8.1,5.5,14.8,24.9,108.1,1996
17,Houston Rockets,82,19805,41.3,89.8,0.46,6.3,17.5,0.359,35,72.4,0.484,18.5,26.2,0.707,14.6,32.5,47.1,25.3,8.7,5.2,15.9,24,107.4,1996
18,Milwaukee Bucks,82,19730,41.6,86.6,0.48,6.9,17.5,0.397,34.6,69.1,0.501,21.4,29.6,0.725,13.5,31.1,44.5,26.2,8.7,5,16.3,23.6,111.5,1996
19,Washington Bullets,82,19805,39.6,86,0.46,4.9,14.3,0.342,34.7,71.7,0.484,23.6,30.7,0.766,14.3,30.6,44.9,21.8,9,5,17.6,24.4,107.6,1996
20,Sacramento Kings,82,19755,38.9,84,0.462,6,15.8,0.379,32.9,68.2,0.482,25.4,33.8,0.751,13.7,30.1,43.8,23.5,10,6.6,17.6,26.1,109.1,1996
21,Los Angeles Clippers,82,19730,40.3,84.5,0.478,5.8,15.6,0.372,34.5,68.9,0.502,23.8,31.9,0.746,13.5,30.8,44.3,21.6,9,5.2,17.7,24.3,110.3,1996
